"","meanImp","medianImp","minImp","maxImp","normHits","decision"
"158_Visual_var",-0.00775705930576031,-0.116966292707785,-1.48728457761127,1.42880601138146,0,"Rejected"
"159_Visual_var",0.581250636202056,0.402725619671376,-0.622724964932925,1.9027130960422,0,"Rejected"
"16_SomatomotorDorsal_var",0.231281844653901,0.122083253375986,-1.14893217795848,1.47770727784615,0,"Rejected"
"160_Visual_var",0.178970954930522,0.0291407985436327,-1.33111793621538,1.00100150250438,0,"Rejected"
"161_Visual_var",0.911638776276145,1.14220073065092,-0.880074784990356,2.00856202593083,0,"Rejected"
"162_Visual_var",0.666217457222528,0.72037362891476,-0.561724021109711,1.90711564800236,0,"Rejected"
"163_Visual_var",-0.245233402257965,-0.103335104838278,-1.34741188265359,1.00100150250438,0,"Rejected"
"165_Visual_var",-0.405456431945223,-0.921149769385175,-1.69397874051357,1.4843917826315,0,"Rejected"
"166_Visual_var",-0.359294604454174,-0.37543105378732,-1.71478880633824,1.17298021463309,0,"Rejected"
"167_Visual_var",-0.0908075370311876,-0.489116359409166,-1.71041193250575,1.70912494667281,0,"Rejected"
"168_Visual_var",-0.251226732007231,-0.761491824169679,-1.80000355013755,1.5560551102237,0,"Rejected"
"169_Visual_var",-0.183896972622048,-0.622870170584681,-1.00100150250438,1.51675209636465,0,"Rejected"
"17_SomatomotorDorsal_var",0.285144081109423,0.31561182273405,-1.04527553993517,1.8584665169918,0,"Rejected"
"170_Visual_var",-0.277078257840264,-0.465316182131685,-1.69990183234198,1.41299718035796,0,"Rejected"
"171_Visual_var",-0.0255575970130837,0.235753817458613,-1.42742569561433,1.5734342945812,0,"Rejected"
"172_Visual_var",-0.307891156411809,-0.821139306765036,-1.62259339987802,1.59503812412962,0,"Rejected"
"173_Visual_var",0.273493041323676,0.775808449791992,-1.47456696133009,1.81411296796943,0,"Rejected"
"174_Visual_var",-0.18448967290309,-0.169377384347085,-2.08951255992969,1.88416177610543,0,"Rejected"
"175_FrontoParietal_var",-0.0287084342864062,-0.00321733399159602,-1.84246014547645,1.92479063614201,0,"Rejected"
"176_FrontoParietal_var",-0.0155554737585311,-0.00891949461017804,-1.29833292768377,1.49377241825887,0,"Rejected"
"177_FrontoParietal_var",-0.435120220422436,-0.909779539286307,-1.48458399804309,1.83700269518261,0,"Rejected"
"178_FrontoParietal_var",-0.572113182537395,-0.640333701763407,-1.73683340042228,0.958000342351427,0,"Rejected"
"179_FrontoParietal_var",-0.297568738564069,-0.738414544095536,-1.41241954824671,1.59564003978484,0,"Rejected"
"18_SomatomotorDorsal_var",0.832905720930554,0.921825438707584,-0.587999300691819,1.78864653033598,0,"Rejected"
"180_FrontoParietal_var",0.18920862410164,0.449604256657799,-1.438270943254,1.58243610252738,0,"Rejected"
"181_FrontoParietal_var",0.183814593366365,0.430673731495734,-1.11841680966876,1.33339795607617,0,"Rejected"
"182_FrontoParietal_var",0.0173652847866893,0.179517624840609,-1.76445443461868,1.46767303919861,0,"Rejected"
"183_FrontoParietal_var",-0.326496967245896,-0.603174544391979,-1.58401687096688,1.2168226375036,0,"Rejected"
"184_FrontoParietal_var",-0.0144035851855827,0,-1.17502323971321,1.16010387213907,0,"Rejected"
"185_FrontoParietal_var",-0.236680477536655,-0.700534707711854,-1.30303946847276,1.05338801983018,0,"Rejected"
"186_FrontoParietal_var",-0.429980454118336,-0.6227471559801,-1.80971035320562,1.00100150250438,0,"Rejected"
"187_FrontoParietal_var",-0.0767054155430324,-0.182658148382078,-1.27107854789166,1.32682739609853,0,"Rejected"
"188_FrontoParietal_var",0.364152295097353,0.717282819109075,-1.75080189802887,1.63774617156717,0,"Rejected"
"189_FrontoParietal_var",-0.180593307348734,-0.423197199438431,-1.61077630108076,1.44055716273616,0,"Rejected"
"19_SomatomotorDorsal_var",-0.538662801193536,-0.758277238548162,-2.23886546701348,1.04791433920615,0,"Rejected"
"190_FrontoParietal_var",-0.516345657086375,-1.18661206364023,-1.85065764490017,2.0599330547941,0,"Rejected"
"191_FrontoParietal_var",-0.203295223599933,-1.00100150250438,-1.68081078732653,1.20176750621216,0,"Rejected"
"192_FrontoParietal_var",-0.458152886731084,-0.578828746099112,-1.73712127013977,1.00100150250438,0,"Rejected"
"193_FrontoParietal_var",-0.0526350650718198,0.0404394757465589,-1.93531529798658,1.18652553917021,0,"Rejected"
"194_FrontoParietal_var",-0.286883437167003,-0.592889408542316,-1.59532141265706,1.6982096098003,0,"Rejected"
"195_FrontoParietal_var",-0.418556651342612,-0.501708268537931,-2.03296672310357,1.3751872308444,0,"Rejected"
"196_FrontoParietal_var",-0.388361944045326,0,-1.51598554104611,1.0532292518186,0,"Rejected"
"197_FrontoParietal_var",-0.00342245365270729,0.0389408312575163,-1.45412889379505,1.13605236491032,0,"Rejected"
"198_FrontoParietal_var",-0.533103320313076,-0.861339647389498,-1.79451742560175,1.34127352155163,0,"Rejected"
"199_FrontoParietal_var",-0.239216331497681,-0.379674401959819,-1.41001283951857,1.34406227991274,0,"Rejected"
"2_unassigned_var",0.173222281971063,0.0525884976609629,-1.26498436282461,1.10632073276096,0,"Rejected"
"200_FrontoParietal_var",-0.265588525854381,-0.334099601719309,-1.72332559014612,1.21446541889315,0,"Rejected"
"201_FrontoParietal_var",0.295674791107482,0.749990664118811,-1.51906719438867,1.40329749742093,0,"Rejected"
"202_Salience_var",-0.0617648226355814,0.0980048701484093,-1.67514383094168,1.4314541858349,0,"Rejected"
"203_Salience_var",-0.14837323272164,-0.0917242363046821,-1.35275721204904,1.60010414177429,0,"Rejected"
"204_Salience_var",-0.0251160334038461,0.226050762477475,-1.4485605061155,1.04467345388115,0,"Rejected"
"205_Salience_var",0.0173451983705976,-0.0101121439603066,-1.3760391882612,1.87578247410264,0,"Rejected"
"206_Salience_var",-0.0245371425077895,0.0390791734788996,-1.2734849033451,1.42076498790146,0,"Rejected"
"207_Salience_var",-0.578714893464173,-0.943769215740833,-1.5533113500947,0.956535849076179,0,"Rejected"
