"","meanImp","medianImp","minImp","maxImp","normHits","decision"
"X13_SomatomotorDorsal_CV",6.77609632256118,6.87483700347547,1.55202958236368,8.83105677826678,0.967935871743487,"Confirmed"
"X164_Visual_var",6.25688632578369,6.36526364309945,1.29492842725283,8.56048578970667,0.965931863727455,"Confirmed"
"X288_FrontoParietal_mean",5.54829396314993,5.6517610882906,0.522908816099204,7.8548994508313,0.957915831663327,"Confirmed"
"X109_DefaultMode_CV",5.24829689049842,5.31646187173757,0.0652476781305627,8.14669660591848,0.953907815631262,"Confirmed"
"X75_Auditory_var",4.99320787732553,5.09477683913613,0.152430646425031,7.12553843811204,0.929859719438878,"Confirmed"
"X265_Visual_CV",4.89085171527242,4.93904678292614,-0.460858951915085,7.23571640188358,0.923847695390782,"Confirmed"
"X288_FrontoParietal_CV",4.90660585036986,5.01441424277875,-0.213169177342788,7.07762844384642,0.915831663326653,"Confirmed"
"X65_CinguloOpercular_CV",4.77335164791665,4.86576297887669,-0.989400970250552,7.18301565838043,0.915831663326653,"Confirmed"
"X211_VentralAttention_mean",4.87256737859552,4.95318929056713,0.0255564467953639,7.67507010111201,0.909819639278557,"Confirmed"
"X65_CinguloOpercular_mean",4.24943105216138,4.35438282047918,-0.287611702780055,6.84185478801565,0.875751503006012,"Confirmed"
"X253_SomatomotorDorsal_var",4.31108714082774,4.40834967878166,-0.584659021867794,7.22409792930029,0.865731462925852,"Confirmed"
"X159_Visual_var",3.87833114816688,4.00028895557558,0.302923418488719,6.24146754243437,0.819639278557114,"Confirmed"
"X292_Salience_CV",3.84020414702291,3.85851241335398,0.106507411582681,6.73701048475789,0.80561122244489,"Confirmed"
"X277_DefaultMode_mean",3.74468578607576,3.852108381879,-0.370907787748735,6.66344862168615,0.797595190380762,"Confirmed"
"X261_CinguloOpercular_CV",3.7186154393718,3.82358098557559,-1.96982553497009,6.64800385371616,0.793587174348697,"Confirmed"
"X194_FrontoParietal_mean",2.88349660827092,2.87068991383191,-0.392737854701107,5.45074003235228,0.61122244488978,"Confirmed"
"X171_Visual_mean",2.52537035345047,2.54610437620436,-0.903076083917368,4.82361041863165,0.523046092184369,"Tentative"
"X277_DefaultMode_CV",2.29841982359434,2.3109143465382,-1.45950525293381,4.58305622057774,0.460921843687375,"Tentative"
"X285_FrontoParietal_mean",1.33664462416418,1.54681405159116,-1.33283329818298,4.35785640102986,0.0100200400801603,"Rejected"
"X249_Salience_var",0.0138395812089987,0.0263210141809238,-1.7044593279399,2.10676435251655,0.00200400801603206,"Rejected"
"X28_SomatomotorDorsal_var",-0.0374905622361682,-0.0966609545391978,-2.67567533948848,2.31057313961365,0.00200400801603206,"Rejected"
"X61_CinguloOpercular_var",0.0842082584697764,0,-1.49415438305487,2.05963042488706,0.00200400801603206,"Rejected"
"X204_Salience_CV",-0.227299398018481,-0.438739459768705,-2.13152706557847,2.13097083295201,0.00200400801603206,"Rejected"
"X1_unassigned_mean",0.148437464064352,0.277371435197549,-1.14568902939844,1.72766135715929,0,"Rejected"
"X10_unassigned_mean",-0.00621105202187937,0,-1.34303424923447,1.36549940269692,0,"Rejected"
"X100_DefaultMode_mean",-0.318270067088432,-0.321909028777659,-1.6397525080055,1.32981681888607,0,"Rejected"
"X101_DefaultMode_mean",-0.298296494899661,-0.679401617974408,-1.66872652968883,1.81915781711715,0,"Rejected"
"X102_DefaultMode_mean",-0.0655547256004199,0,-1.49876241049941,1.41365502609703,0,"Rejected"
"X103_DefaultMode_mean",-0.168175831050839,-0.256574378517632,-1.57312328551509,1.16208513769037,0,"Rejected"
"X104_DefaultMode_mean",0.122743969956246,0.0554899528421092,-1.83305268821016,1.48883419241093,0,"Rejected"
"X105_DefaultMode_mean",-0.276609591027155,-0.512283176558863,-1.45058267400055,1.40773747486303,0,"Rejected"
"X106_DefaultMode_mean",0.0408631600405203,0,-1.37371879061822,1.16311811176904,0,"Rejected"
"X107_DefaultMode_mean",0.34154834276252,0.555941230724579,-1.48490021646022,1.47886353323001,0,"Rejected"
"X108_DefaultMode_mean",-0.101429499440096,-0.372353322341624,-1.15597604063032,1.10664063525401,0,"Rejected"
"X109_DefaultMode_mean",0.398557615907741,0.92129771465192,-1.96661942456705,1.95761100843696,0,"Rejected"
"X11_unassigned_mean",-0.0595838002846445,0,-1.75379696875218,1.48669259603046,0,"Rejected"
"X110_DefaultMode_mean",0.148791245009189,0.293326138926536,-1.57094199120662,1.63412396966444,0,"Rejected"
"X111_DefaultMode_mean",-0.222247491062174,-0.0567494103701958,-1.40229942700077,1.52484829381952,0,"Rejected"
"X112_DefaultMode_mean",-0.130068562835296,0,-1.35532173157476,1.3160232820818,0,"Rejected"
"X113_DefaultMode_mean",-0.626010860385781,-1.00100150250438,-1.65035540246404,1.00100150250438,0,"Rejected"
"X114_DefaultMode_mean",-0.267821163389378,-0.0393362597353825,-1.41534898247479,1.09343557088902,0,"Rejected"
"X115_DefaultMode_mean",-2.55127783623766e-05,0,-1.36846357472562,1.41862134333359,0,"Rejected"
"X116_DefaultMode_mean",-0.271446218446444,-0.502814943736835,-1.51112159193557,1.39313452789603,0,"Rejected"
"X117_DefaultMode_mean",-0.0478799117281725,0,-1.41645790688318,1.40862110122301,0,"Rejected"
"X118_DefaultMode_mean",-0.2947570185732,-0.556630995620052,-1.4158023007499,1.41625012469268,0,"Rejected"
"X119_DefaultMode_mean",-0.0765780157149938,-0.108351820588716,-1.46857665400281,1.53320912560213,0,"Rejected"
