"","meanImp","medianImp","minImp","maxImp","normHits","decision"
"X70_Auditory_mean",0.398503670740037,0.150244307770088,-1.02772660175976,1.92880812277859,0,"Rejected"
"X71_Auditory_mean",0.0677715523996694,0.299977898505849,-1.43027169000252,1.57151798334402,0,"Rejected"
"X72_Auditory_mean",0.295466130565813,0.969697809641546,-1.46784058988126,1.72358404249826,0,"Rejected"
"X73_Auditory_mean",-0.226388560662607,-0.506351620455287,-1.63522506758128,1.26637339149359,0,"Rejected"
"X74_Auditory_mean",-0.252374898418943,-0.319405236658752,-2.00252961845288,1.71490230477565,0,"Rejected"
"X75_Auditory_mean",-0.0751347637421885,0,-1.45002012371619,1.67248692421634,0,"Rejected"
"X76_Auditory_mean",0.444826558816425,0.848917644254366,-1.02910078976304,1.44133367443662,0,"Rejected"
"X77_Auditory_mean",0.0511057151474593,0.251639404214803,-1.74262509102642,1.58992467438248,0,"Rejected"
"X78_Auditory_mean",-0.0622389777803664,0,-1.73626516576243,1.87042270335508,0,"Rejected"
"X79_Auditory_mean",-0.00386006579747937,0.109822874023601,-1.37558781272537,1.10173599359176,0,"Rejected"
"X8_unassigned_mean",0.104455307017328,0.311953174271393,-1.28624846913157,1.28374212306108,0,"Rejected"
"X80_Auditory_mean",0.257286641647902,0.223059617808262,-1.45509148904818,1.54367651122558,0,"Rejected"
"X81_DefaultMode_mean",-0.415138853961534,-0.664997414710013,-1.69289666892433,1.47958923521765,0,"Rejected"
"X82_DefaultMode_mean",-0.045581086833949,0.113898965692451,-1.58618500664468,1.3276052411538,0,"Rejected"
"X83_DefaultMode_mean",-0.0364464774573863,0.309515748001268,-1.71030699624083,1.46197882109824,0,"Rejected"
"X84_DefaultMode_mean",-0.0193989647762939,-0.524273739446735,-1.58105300618082,1.69183385111458,0,"Rejected"
"X85_DefaultMode_mean",-0.301986613634683,-0.958849272265186,-1.41454591213794,1.39525969934229,0,"Rejected"
"X87_DefaultMode_mean",0.0601755508785308,0.375378649472595,-1.75400793344455,1.41418608338317,0,"Rejected"
"X88_DefaultMode_mean",-0.179189894655038,-0.262032127748765,-1.74838483977971,1.57052829869762,0,"Rejected"
"X89_DefaultMode_mean",-0.369442243052491,-0.765417327354246,-1.69538315089286,1.34236963747011,0,"Rejected"
"X9_unassigned_mean",-0.0920193205508527,-0.334903707261085,-1.26254832008848,1.79851458759918,0,"Rejected"
"X90_DefaultMode_mean",0.0915746757429357,0.0815990953851419,-1.64718958213323,1.71214044656533,0,"Rejected"
"X91_DefaultMode_mean",-0.107404939693406,0,-1.39476602616989,1.14869098670495,0,"Rejected"
"X92_DefaultMode_mean",0.12530778084201,0.531235496775704,-1.26881413545576,1.13727194679136,0,"Rejected"
"X93_DefaultMode_mean",-0.176772332273077,-0.442648553190474,-1.22485218470645,1.20163648074762,0,"Rejected"
"X94_DefaultMode_mean",-0.21890226113091,-0.296101634236125,-1.60945010325904,1.37019801472327,0,"Rejected"
"X95_DefaultMode_mean",-0.19674481164846,-0.313422617898826,-1.35761143420597,1.59007946999881,0,"Rejected"
"X96_DefaultMode_mean",0.333375402020267,0.460160098832697,-1.47950590066043,1.52849146088633,0,"Rejected"
"X97_DefaultMode_mean",-0.00776572977177296,-0.244675311854502,-1.65819264114458,1.60553034086986,0,"Rejected"
"X98_DefaultMode_mean",-0.00121237858114732,-0.430322628627954,-1.5444608138886,1.70224485254394,0,"Rejected"
"X99_DefaultMode_mean",-0.147528735549962,-0.374105113367379,-1.67459506601583,1.35788341544004,0,"Rejected"
"X1_unassigned_var",0.327040508023201,0.902824042203164,-1.38454879624461,1.43305063703794,0,"Rejected"
"X10_unassigned_var",0.190239523507781,0.18839954798796,-1.60733400580467,2.12822324763866,0,"Rejected"
"X100_DefaultMode_var",-0.433200766129534,-0.62229854251892,-1.58669529480705,1.00100150250438,0,"Rejected"
"X101_DefaultMode_var",0.126037067209991,0.248551392929162,-1.39742409523233,1.35118106221503,0,"Rejected"
"X102_DefaultMode_var",0.0560472847352857,0.0486820106678365,-1.37533982137836,1.71704286425001,0,"Rejected"
"X103_DefaultMode_var",0.124248712895744,0.155229287952749,-1.76078813977847,1.53217744537963,0,"Rejected"
"X104_DefaultMode_var",-0.469695452168413,-0.678309078718307,-1.92247547602321,1.95286320088375,0,"Rejected"
"X105_DefaultMode_var",0.354373493687691,0.704683864560335,-1.32569719134466,1.77230562831223,0,"Rejected"
"X106_DefaultMode_var",-0.155489479204241,-0.687206273515584,-1.54534305155822,1.7139001725101,0,"Rejected"
"X107_DefaultMode_var",-0.217476907167508,-0.039234990574233,-1.16915583540861,1.52360593076601,0,"Rejected"
"X108_DefaultMode_var",0.0145862997400687,0,-1.41669820478743,1.85748239761675,0,"Rejected"
"X109_DefaultMode_var",0.27293012475075,0.342132330222388,-1.36214321632322,1.40930021608348,0,"Rejected"
"X11_unassigned_var",-0.0890834463189624,0,-1.40290766634553,1.47022687593812,0,"Rejected"
"X110_DefaultMode_var",-0.0523282256503909,-0.108114369120238,-1.55040266524782,1.74605368834379,0,"Rejected"
"X111_DefaultMode_var",0.730465000926331,1.22598800445709,-1.50159397124571,2.02218278913863,0,"Rejected"
"X112_DefaultMode_var",0.257598490330768,0.255411623066706,-1.42415348024477,1.36204062689885,0,"Rejected"
"X113_DefaultMode_var",-0.273721945916318,-0.382039561197322,-2.12942628943094,1.45279281052318,0,"Rejected"
"X114_DefaultMode_var",-0.1100889476211,-0.0127775253656465,-1.49524306086263,1.24125445374694,0,"Rejected"
"X115_DefaultMode_var",-0.0521919692898791,-0.596242277649843,-1.56639264795246,1.9038124113957,0,"Rejected"
"X116_DefaultMode_var",0.149919739659441,0.372411404271937,-1.36618214810933,1.31169450099642,0,"Rejected"
"X117_DefaultMode_var",-0.170284672270902,-0.230314304673603,-1.56279661294642,1.3434366752812,0,"Rejected"
"X118_DefaultMode_var",-0.151938077273919,-0.221413357830967,-1.66595411618643,1.41429279464952,0,"Rejected"
"X119_DefaultMode_var",-0.208369471740068,-0.373856798469265,-1.63920896505966,1.80730992238281,0,"Rejected"
"X12_unassigned_var",-0.189871598692463,0,-1.7000621732684,1.33461862920741,0,"Rejected"
"X120_DefaultMode_var",-0.190302111254982,-0.458319056383656,-2.14064637553116,1.24301003630001,0,"Rejected"
"X121_DefaultMode_var",0.141812965758516,-0.270955838135303,-1.03489478951594,1.28778825360548,0,"Rejected"
"X122_DefaultMode_var",-0.309926180303858,-0.523740129017408,-1.52053069797729,1.74654019209267,0,"Rejected"
"X123_DefaultMode_var",-0.304943913916789,-0.658942612805924,-1.78705071195858,1.79733222713793,0,"Rejected"
"X124_DefaultMode_var",0.175948325100253,0.0712924612824786,-1.24346559399057,1.57126606236139,0,"Rejected"
"X125_DefaultMode_var",-0.24575427169276,-0.70132807782106,-1.64425659103844,1.33370933888733,0,"Rejected"
"X126_DefaultMode_var",0.0968252379620223,0,-2.00177246633299,1.63373539813153,0,"Rejected"
"X127_DefaultMode_var",-0.416679861997547,-0.620822953831201,-1.65558440000638,1.20064942629621,0,"Rejected"
"X128_DefaultMode_var",0.399234716376977,0.658950862877778,-1.55850988919762,1.66475097254134,0,"Rejected"
"X129_DefaultMode_var",0.541185138848139,0.79203681121329,-1.00100150250438,1.80670433261242,0,"Rejected"
"X13_SomatomotorDorsal_var",-0.0994367837906986,-0.241512270993442,-1.95259868400875,1.50483267257322,0,"Rejected"
"X130_DefaultMode_var",0.266173960048337,0.362553106657394,-1.00100150250438,1.29726299483791,0,"Rejected"
"X131_DefaultMode_var",-0.218775693191224,-0.393684562479376,-1.83995643162612,1.60648105654082,0,"Rejected"
"X132_DefaultMode_var",-0.487291021752391,-0.519885368727696,-1.61315830936287,1.00100150250438,0,"Rejected"
"X133_DefaultMode_var",-0.0432477252077291,0.108554949020717,-1.56687552127194,1.74637989183369,0,"Rejected"
"X134_DefaultMode_var",-0.362955660913797,-0.470228207050992,-1.59676001885343,1.19743057554847,0,"Rejected"
"X135_DefaultMode_var",-0.398470508256515,-0.333156734610888,-1.9283926447881,1.07815813906856,0,"Rejected"
"X136_ParietoMedial_var",-0.23023783738509,-0.523615845467906,-1.94785694384687,1.41640277631812,0,"Rejected"
"X137_ParietoMedial_var",-0.0585186650519217,-0.0378198585040225,-1.20341927326568,1.4236796664707,0,"Rejected"
"X138_ParietoMedial_var",-0.135722286592683,-0.0296557796612042,-1.45937782652512,1.43109981910909,0,"Rejected"
"X139_ParietoMedial_var",-0.210101043411668,-0.430350855011395,-1.77552510871053,2.02799058951385,0,"Rejected"
"X14_SomatomotorDorsal_var",-0.363365109259918,-0.522210642552366,-1.43543156944667,1.03345495841139,0,"Rejected"
"X140_ParietoMedial_var",-0.0490132286777779,0.0914213560329195,-2.06566360439565,1.64638178875531,0,"Rejected"
"X141_Visual_var",-0.127222098206333,-0.211294856300042,-1.68930179360301,1.32689564222677,0,"Rejected"
"X142_Visual_var",0.130335991072822,0,-1.18454883312362,1.63739185315008,0,"Rejected"
"X143_Visual_var",0.232079062400762,-0.0579156039372847,-1.25466824524065,1.57835831690325,0,"Rejected"
"X144_Visual_var",-0.200837328689816,-0.300979641050966,-2.1092126936332,1.40451055285067,0,"Rejected"
"X145_Visual_var",-0.393237465555792,-0.596325836796713,-1.55685108543905,1.67473010677851,0,"Rejected"
"X146_Visual_var",-0.570754594671314,-0.805883777565256,-1.59388081533202,0.978995330031387,0,"Rejected"
"X147_Visual_var",-0.0905113232657984,-0.149424028533937,-1.30890633351662,1.40282603267415,0,"Rejected"
"X148_Visual_var",-0.239499153613651,-0.444096430183187,-1.25746655829955,1.5374735611969,0,"Rejected"
"X149_Visual_var",0.155637428849333,0,-1.34350690750385,1.62778992832085,0,"Rejected"
"X15_SomatomotorDorsal_var",0.460318628169655,0.794587179248869,-1.90543058249487,1.8975851441818,0,"Rejected"
"X150_Visual_var",-0.130152113528649,0.316176742721084,-1.60040216709289,1.48364438095309,0,"Rejected"
"X151_Visual_var",-0.0736200644112876,-0.1655158034898,-1.54620828826102,1.40596973699089,0,"Rejected"
"X152_Visual_var",1.06340002035341,1.19388782304323,-1.24789525891236,1.95458084636565,0,"Rejected"
"X153_Visual_var",-0.330909613524785,-0.580810417987231,-1.3448690674681,1.30896395124102,0,"Rejected"
"X154_Visual_var",0.108170181819113,0.465764662212337,-1.42493909953687,1.63351216791254,0,"Rejected"
"X155_Visual_var",-0.171050136486184,-0.156999407179491,-1.39241703627938,1.00100150250438,0,"Rejected"
"X156_Visual_var",-0.115736367482488,-0.109661251732026,-1.72932258830648,1.37176083081466,0,"Rejected"
"X157_Visual_var",-0.172098227400632,-0.0383301384258303,-1.74562512247416,1.34665095404121,0,"Rejected"
"X158_Visual_var",-0.396697997909725,-0.927469089398861,-1.49367477960616,1.45504138947071,0,"Rejected"
"X159_Visual_var",-0.000808514641413691,0,-2.19715748579881,1.39465669531373,0,"Rejected"
"X16_SomatomotorDorsal_var",0.737964947008204,0.954163694514351,-1.37878957996391,2.28320306211465,0,"Rejected"
"X160_Visual_var",-0.0995447267861275,-0.153399963948776,-1.79358748431884,1.47395510949665,0,"Rejected"
"X161_Visual_var",0.844257156184578,0.929730019932061,-1.10548724242073,2.36400371366093,0,"Rejected"
"X162_Visual_var",0.0123563545624702,0.0592264867005698,-1.57806141421451,1.46476938642621,0,"Rejected"
"X163_Visual_var",-0.119317209869341,0.0910486908181246,-1.96081538852626,1.41399571970921,0,"Rejected"
