,FC_var_1650,FC_mean_41715,FC_var_39614,FC_mean_39513,FC_var_29892,FC_mean_8450,FC_var_36058,FC_mean_16186,FC_var_39606,FC_mean_1467,FC_var_17269,FC_mean_1635,FC_mean_25403,FC_var_27225,FC_var_17588,FC_var_30742
59,-0.30136994,-0.37481847,-0.077868275,0.047587477,-0.019541796,-0.27020293,0.028140314,-0.10680849,0.02167694,-0.0036895974,-0.25913224,-0.033416275,-0.06953358,-0.43282902,-0.010097339,-0.07848663
60,-0.16212162,-0.7716483,-0.06490215,-0.060503237,-0.3399907,-0.37441534,-0.032547824,-0.13532165,0.053935457,-0.17879122,0.05231391,0.21092741,-0.011785093,-0.00053519773,-0.016912935,-0.1083928
61,0.020221526,0.76077396,0.07257502,-0.24338232,-0.020658646,-0.15063295,0.00811369,0.031193199,-0.040661994,0.17659949,-0.10587002,-0.07076373,0.029924108,0.042092238,-0.0008589289,0.551218
62,-0.04706787,1.8492621,0.090249605,0.9697655,0.022227818,-0.06800974,0.14186287,-0.05700749,-0.028788906,0.26299655,0.045322265,0.06528282,0.23383239,0.60363746,-0.0039881575,-0.019733842
63,-0.009817799,-0.18385148,0.3445971,-0.10335965,-0.030545682,3.13704,0.16806935,-0.07083738,0.14387433,-0.003615923,0.06859819,0.12932196,0.21919896,0.7190942,-0.007158491,0.53894687
64,-0.054883692,-0.516995,-0.052583862,-0.012699942,-0.434597,-0.34562317,-0.07521642,0.23788765,-0.048840497,-0.27800336,0.02628737,-0.20543775,-0.0697794,0.041650064,0.018059945,-0.16940826
65,-0.014414323,1.7235847,0.23099485,0.7114182,-0.016835785,-0.064472154,0.28045452,-0.08610068,0.006148924,0.4214968,0.23505694,0.10520512,0.20691395,0.50389946,0.013408149,0.80251074
66,-0.04854693,-0.5921068,0.18866365,0.13176534,0.06436753,-0.3900519,0.026287967,-0.06651999,0.0031452223,0.18463548,0.07387907,0.0067718294,-0.052348386,0.14177163,0.003902399,0.38290137
67,-0.0094164815,1.913525,-0.046657365,1.1373576,-0.09167106,-0.019362124,0.051015414,-0.07460504,-0.011967656,0.28430408,-0.051760044,0.2849845,0.23966724,0.28907213,-0.0017037615,0.1662026
68,-0.018053247,0.4450085,0.14376187,-0.55991787,-0.2037724,-0.2967458,0.011869673,-0.115368694,-0.035021566,-0.24479623,-0.013604337,0.06035659,0.13643064,0.10738999,-0.021297304,-0.33703944
69,0.024674451,-0.15468873,-0.40149975,-0.09955677,-0.010760368,2.1619549,0.08567972,-0.011881175,-0.0008321393,-0.0787932,-0.22871543,-0.08709007,0.014412166,-0.40519303,-0.008166354,0.2604448
70,-0.04471749,-0.40316495,-0.08081738,0.05494764,-0.26152351,-0.46168682,-0.12744346,-0.1330418,0.033467855,-0.13543558,-0.021630269,-0.08941421,-0.088950925,-0.10732416,0.0012582082,-0.07485858
71,0.060593806,2.012498,0.016686698,0.972746,-0.033109162,-0.1937039,-0.02589411,-0.021618793,0.011983149,0.28371117,0.28503856,0.059670407,0.1763934,0.29115874,0.015417154,0.14760299
72,0.0056468924,0.7754067,0.059409764,-0.26014838,0.10553849,-0.2615804,0.0022007744,-0.047591217,0.03376965,-0.1314048,-0.032990795,-0.046077713,0.07716317,0.10337701,0.0039224317,-0.32736745
73,-0.2621127,0.1456343,-0.29578125,-0.75034416,0.35799024,-0.444124,0.013124406,-0.20701514,-0.019366557,-0.058698334,-0.06777286,-0.048615858,-0.22694507,0.022648735,-0.0013372968,-0.09810919
74,-0.052626986,-0.42127135,-0.35035115,-0.137007,-0.13275076,-0.31840178,0.096934035,-0.02678908,-0.0048410986,0.19099477,-0.11639717,-0.068662286,0.0027817725,0.07890221,-0.005051398,0.3243478
75,2.4037812,0.12593722,0.16510087,-0.15105456,1.8860725,-0.023411782,0.30422655,-0.052647285,0.022905162,0.324656,0.04383846,-0.03473245,0.02123281,0.42922476,-0.0009501904,0.5935088
76,-0.34003243,-0.34724945,0.18390462,0.08323288,-0.05693399,1.8193237,-0.22086464,-0.077838756,-0.030004364,0.08596898,0.111532144,0.029898796,0.012000825,-0.35735667,-0.0067813857,0.17110384
77,0.035979606,0.017292768,0.24169165,0.41629314,0.40027428,-0.18224701,0.17961149,0.42606065,0.011831578,-0.08889307,0.11063847,0.3983522,0.13756983,0.11612358,-0.010544923,-0.15067267
78,-0.09075039,-0.75869226,-0.10060161,0.08401217,0.07514225,-0.26349157,-0.034558367,-0.20419255,-0.11471191,-0.23147354,-0.099497534,-0.13449606,-0.0122363055,0.076215215,0.00053992856,-0.13180622
79,-0.06396598,0.35234305,0.09716589,0.15599367,-0.07910767,-0.56212205,-0.042199012,-0.08285281,0.00510759,0.019681182,-0.2915888,-0.10054274,-0.4698282,-0.8156081,-0.0020263346,-0.060303494
80,-0.06275557,-0.71130496,-0.12487623,0.11603994,0.021780616,-0.14787309,0.09038897,-0.11957888,-0.043566994,-0.13711804,0.018802857,0.14042301,0.04880939,0.0037645183,-0.010391054,-0.022849241
81,-0.1272319,-0.70675415,-0.06775739,0.07926488,-0.31953174,-0.512346,-4.4334593e-07,-0.15458453,-0.1464043,-0.061844137,-0.023090163,0.0579943,0.03334553,0.08068151,-0.008699385,-0.06336906
82,-0.08236626,-0.75025815,0.012207052,0.17567073,-0.17273399,-0.47339737,0.008162476,-0.1615405,-0.04491623,-0.16634674,-0.08758337,-0.14834855,0.050741844,0.08249552,-0.015830843,-0.16597642
83,-0.22696464,-0.083249755,0.08755753,0.2914042,0.005197547,-0.1478447,0.113525644,-0.1284065,0.0019342655,0.031212755,-0.27762994,0.39703986,0.017280871,0.11071902,0.030631995,-0.16301075
